title;description;amount;average_per_member;date_purchased;date_created;last_update;user_id;category_id;group_id;is_deleted
Vollcorner ;;23.28;11.64;2024-09-07;2024-09-07;;1;18;3;false
Pizza mit Kids;;38.5;19.25;2024-09-07;2024-09-07;;2;19;3;false
Straßenfest;Süßigkeiten ;10;5;2024-09-07;2024-09-07;;2;15;3;false
Edeka;;60.38;30.19;2024-09-06;2024-09-06;;2;18;3;false
SpritzeOvitrell;;62.9;31.45;2024-09-04;2024-09-04;;2;23;3;false
Rossman ;Nusskernmischung 2x;14;7;2024-08-31;2024-08-31;;1;18;3;false
Edeka ;;114.48;57.24;2024-08-31;2024-08-31;;1;18;3;false
Bäckerei Müller;Brotzeit für Bootsfahrt ;24.7;12.35;2024-08-31;2024-08-31;;1;18;3;false
Biergarten ;Am Bavariapark ;29;14.5;2024-08-28;2024-08-28;;1;19;3;false
Strom;;35;17.5;2024-08-28;2024-08-28;;2;20;3;false
Flug nach Mexiko;;1768.1;884.05;2024-08-25;2024-08-25;;2;26;3;false
Kilians Geburtstag ;Karte + Spiel;14.8;7.4;2024-08-24;2024-08-24;;2;17;3;false
Kilian Geburtstag ;;50;25;2024-08-24;2024-08-24;;1;17;3;false
Edeka ;;71.54;35.77;2024-08-24;2024-08-24;;1;18;3;false
Vollcorner ;;26.75;13.375;2024-08-24;2024-08-24;;1;18;3;false
Internet ;;37.4;18.7;2024-08-20;2024-08-20;;1;20;3;false
Edeka;;64.14;32.07;2024-08-17;2024-08-17;;2;18;3;false
Pausenbrot;für Ausflug Schliersee ;16.6;8.3;2024-08-17;2024-08-17;;2;18;3;false
Edeka;;12.14;6.07;2024-08-16;2024-08-16;;2;18;3;false
Miles;Schliersee;73.31;36.655;2024-08-16;2024-08-16;;1;26;3;false
Edeka ;;71.38;35.69;2024-08-14;2024-08-14;;1;18;3;false
Vollcorner ;;27.83;13.915;2024-08-14;2024-08-14;;1;18;3;false
DM;;11.25;5.625;2024-08-14;2024-08-14;;2;22;3;false
Tannengarten;Biergarten ;39.6;19.8;2024-08-12;2024-08-12;;2;19;3;false
Vollcorner ;;17.32;8.66;2024-08-10;2024-08-10;;1;18;3;false
Edeka ;;53.75;26.875;2024-08-10;2024-08-10;;1;18;3;false
Rossman ;;14.97;7.485;2024-08-10;2024-08-10;;1;18;3;false
Geschenk für Lenz;70. Geburtstag ;150;75;2024-08-08;2024-08-08;;1;17;3;false
Netflix;;13.99;6.995;2024-08-08;2024-08-08;;2;20;3;false
Müller;;15.5;7.75;2024-08-05;2024-08-05;;2;22;3;false
DM;;8.1;4.05;2024-08-03;2024-08-03;;2;22;3;false
Edeka;;23.84;11.92;2024-08-03;2024-08-03;;2;18;3;false
Vollcorner ;;49.66;24.83;2024-08-03;2024-08-03;;1;18;3;false
Hofpfisterei ;;8.6;4.3;2024-08-03;2024-08-03;;1;18;3;false
Edeka ;;74.62;37.31;2024-08-02;2024-08-02;;1;18;3;false
Edeka;;15.7;7.85;2024-07-30;2024-07-30;;2;18;3;false
Strom;;35;17.5;2024-07-29;2024-07-29;;2;20;3;false
Edeka;;50.41;25.205;2024-07-28;2024-07-28;;2;18;3;false
Rossman ;;15.37;7.685;2024-07-27;2024-07-27;;1;18;3;false
Noi Pizza;;27;13.5;2024-07-26;2024-07-26;;2;19;3;false
Edeka;;37.64;18.82;2024-07-26;2024-07-26;;2;18;3;false
Edeka;Obst;10;5;2024-07-23;2024-07-23;;2;18;3;false
Internet ;;34.9;17.45;2024-07-20;2024-07-20;;1;20;3;false
Edeka;;48.57;24.285;2024-07-19;2024-07-19;;2;18;3;false
DM;;7.6;3.8;2024-07-17;2024-07-17;;2;22;3;false
Vollcorner;;26.58;13.29;2024-07-17;2024-07-17;;2;18;3;false
ARD ZDF Radio;;55.08;27.54;2024-07-15;2024-07-15;;2;20;3;false
Hofpfisterei ;;10;5;2024-07-13;2024-07-13;;1;18;3;false
Edeka ;;23.41;11.705;2024-07-13;2024-07-13;;1;18;3;false
DM;;12.85;6.425;2024-07-13;2024-07-13;;1;22;3;false
Edeka ;;104.11;52.055;2024-07-12;2024-07-12;;1;18;3;false
Netflix ;;13.99;6.995;2024-07-09;2024-07-09;;2;20;3;false
Edeka;;28.72;14.36;2024-07-08;2024-07-08;;2;18;3;false
Hofpfisterei ;1/2 Nussbrot;9.4;4.7;2024-07-06;2024-07-06;;1;18;3;false
Edeka ;;37.42;18.71;2024-07-06;2024-07-06;;1;18;3;false
Edeka ;;40.41;20.205;2024-07-05;2024-07-05;;1;18;3;false
Biergarten Hopfengarten;;30.5;15.25;2024-07-01;2024-07-01;;2;19;3;false
Vollcorner ;;17.39;8.695;2024-06-29;2024-06-29;;1;18;3;false
Vollcorner;Brot;5.68;2.84;2024-06-29;2024-06-29;;2;18;3;false
Edeka ;;115.29;57.645;2024-06-29;2024-06-29;;1;18;3;false
Edeka;;20.19;10.095;2024-06-28;2024-06-28;;2;18;3;false
Strom;;35;17.5;2024-06-28;2024-06-28;;2;20;3;false
Netflix;;4.99;2.495;2024-06-28;2024-06-28;;2;20;3;false
Edeka;;23.88;11.94;2024-06-24;2024-06-24;;2;18;3;false
Edeka in Wartenberg;;54.64;27.32;2024-06-22;2024-06-22;;2;18;3;false
Nüsse in Rossmann;;14;7;2024-06-22;2024-06-22;;2;18;3;false
Blumen Mama Geburtstag;;32.8;16.4;2024-06-21;2024-06-21;;2;17;3;false
Internet ;;34.9;17.45;2024-06-20;2024-06-20;;1;20;3;false
Vatertag Mexiko Regalo;;100;50;2024-06-16;2024-06-16;;2;17;3;false
DM;;23.7;11.85;2024-06-15;2024-06-15;;2;22;3;false
Edeka;;107.13;53.565;2024-06-15;2024-06-15;;2;18;3;false
Vollcorner;;13.78;6.89;2024-06-15;2024-06-15;;2;18;3;false
Edeka ;;18.33;9.165;2024-06-14;2024-06-14;;1;18;3;false
Tanken ;Esso München ;55.62;27.81;2024-06-14;2024-06-14;;1;24;3;false
Tegut Bahnhof;;11.37;5.685;2024-06-10;2024-06-10;;2;18;3;false
Edeka ;;67.52;33.76;2024-06-08;2024-06-08;;1;18;3;false
Vollcorner ;;31.71;15.855;2024-06-08;2024-06-08;;1;18;3;false
Gebana;Avocados und Mangos;20;10;2024-06-07;2024-06-07;;2;18;3;false
Hofpfisterei;;6.57;3.285;2024-06-07;2024-06-07;;2;18;3;false
Obstladen Westend;;10.8;5.4;2024-06-05;2024-06-05;;2;18;3;false
Edeka;;20.82;10.41;2024-06-04;2024-06-04;;2;18;3;false
EDEKA;;12.73;6.365;2024-06-04;2024-06-04;;2;18;3;false
Noi Pizza;;27;13.5;2024-06-02;2024-06-02;;2;19;3;false
Baumarkt ;;177.92;88.96;2024-06-01;2024-06-01;;1;20;3;false
Edeka ;;57.43;28.715;2024-05-31;2024-05-31;;1;18;3;false
Rossmann;;21.21;10.605;2024-05-31;2024-05-31;;2;22;3;false
Vollcorner ;;41.72;20.86;2024-05-31;2024-05-31;;1;18;3;false
Edeka;;21.29;10.645;2024-05-29;2024-05-29;;2;18;3;false
Netflix;;7.99;3.995;2024-05-28;2024-05-28;;2;20;3;false
Strom;;35;17.5;2024-05-28;2024-05-28;;2;20;3;false
Hofpfisterei;;5.22;2.61;2024-05-28;2024-05-28;;2;18;3;false
Edeka;;11.39;5.695;2024-05-28;2024-05-28;;2;18;3;false
Biergarten ;Am Bavariapark ;30.8;15.4;2024-05-26;2024-05-26;;1;19;3;false
Vollcorner ;;9.18;4.59;2024-05-25;2024-05-25;;1;18;3;false
Edeka;;99.79;49.895;2024-05-25;2024-05-25;;2;18;3;false
Edeka;;24.46;12.23;2024-05-21;2024-05-21;;2;18;3;false
Internet ;;34.9;17.45;2024-05-20;2024-05-20;;1;20;3;false
Neuhausener;;51;25.5;2024-05-20;2024-05-20;;1;19;3;false
Biergarten ;Stüberl am Bavariapark;35;17.5;2024-05-19;2024-05-19;;1;19;3;false
DM;Batterien CR2016;5.45;2.725;2024-05-18;2024-05-18;;2;20;3;false
DM ;;12.15;6.075;2024-05-18;2024-05-18;;2;18;3;false
Biokultur;;17.86;8.93;2024-05-18;2024-05-18;;2;18;3;false
Edeka;;57.34;28.67;2024-05-18;2024-05-18;;2;18;3;false
Vollcorner ;;23.14;11.57;2024-05-18;2024-05-18;;1;18;3;false
Noi Pizza;;27;13.5;2024-05-17;2024-05-17;;2;19;3;false
Edeka ;;43.34;21.67;2024-05-16;2024-05-16;;1;18;3;false
Augustiner Keller;Nur 40 von 63;40;20;2024-05-15;2024-05-15;;2;19;3;false
Biergarten ;Augustiner Biergarten ;30;15;2024-05-15;2024-05-15;;1;19;3;false
Seife Mama;;10.2;5.1;2024-05-13;2024-05-13;;2;17;3;false
Edeka ;;11.11;5.555;2024-05-11;2024-05-11;;1;18;3;false
Vollcorner ;;23.41;11.705;2024-05-11;2024-05-11;;2;18;3;false
Edeka;;32.69;16.345;2024-05-11;2024-05-11;;2;18;3;false
Hofpfisterei ;;8.57;4.285;2024-05-11;2024-05-11;;1;18;3;false
CaGo;;50;25;2024-05-10;2024-05-10;;2;19;3;false
Tanken ;Wartenberg ;57.8;28.9;2024-05-09;2024-05-09;;1;24;3;false
Edeka ;;52.63;26.315;2024-05-04;2024-05-04;;1;18;3;false
Baumarkt ;Erde und Planzen fürs Hochbeet ;37.82;18.91;2024-05-03;2024-05-03;;1;20;3;false
Netflix;;7.99;3.995;2024-04-29;2024-04-29;;2;20;3;false
Strom;;35;17.5;2024-04-29;2024-04-29;;2;20;3;false
Edeka ;;89.03;44.515;2024-04-27;2024-04-27;;1;18;3;false
Edeka ;;96.48;48.24;2024-04-20;2024-04-20;;1;18;3;false
Vollcorner ;;38.78;19.39;2024-04-20;2024-04-20;;1;18;3;false
Internet ;;34.9;17.45;2024-04-18;2024-04-18;;1;20;3;false
ARD ZDF Radio;;55.08;27.54;2024-04-15;2024-04-15;;2;20;3;false
Edeka;;38.29;19.145;2024-04-13;2024-04-13;;1;18;3;false
Edeka;;39.11;19.555;2024-04-13;2024-04-13;;2;18;3;false
Kostas;;28.5;14.25;2024-04-13;2024-04-13;;2;18;3;false
DM;;12.65;6.325;2024-04-13;2024-04-13;;1;22;3;false
Vollcorner ;;18.46;9.23;2024-04-13;2024-04-13;;1;18;3;false
Biergarten ;Am Bavariapark ;25;12.5;2024-04-12;2024-04-12;;1;19;3;false
Kostas;;21.1;10.55;2024-04-10;2024-04-10;;2;18;3;false
Biergarten Grünwald;;55;27.5;2024-04-07;2024-04-07;;2;18;3;false
Edeka ;;98.76;49.38;2024-04-06;2024-04-06;;1;18;3;false
Vollcorner ;;51;25.5;2024-04-06;2024-04-06;;1;18;3;false
Kostas;;23;11.5;2024-04-06;2024-04-06;;2;18;3;false
Biergarten ;Hopfengarten im Westpark;23.4;11.7;2024-04-06;2024-04-06;;1;19;3;false
Edeka;;14.02;7.01;2024-04-02;2024-04-02;;2;18;3;false
Edeka ;;81.47;40.735;2024-03-30;2024-03-30;;1;18;3;false
Vollcorner ;;33.37;16.685;2024-03-30;2024-03-30;;1;18;3;false
Strom Jan - März;Januar, Februar, März;105;52.5;2024-03-28;2024-03-28;;2;20;3;false
Netflix Jan-März;;23.97;11.985;2024-03-27;2024-03-27;;2;20;3;false
Kostas;;12.58;6.29;2024-03-25;2024-03-25;;2;18;3;false
Edeka;;19.58;9.79;2024-03-25;2024-03-25;;2;18;3;false
VollCorner;;28.38;14.19;2024-03-25;2024-03-25;;2;18;3;false
DM;Gasflasche;5.65;2.825;2024-03-23;2024-03-23;;1;18;3;false
Vollcorner ;;50.63;25.315;2024-03-23;2024-03-23;;1;18;3;false
Kostas ;;45.11;22.555;2024-03-23;2024-03-23;;2;18;3;false
Internet ;;34.9;17.45;2024-03-23;2024-03-23;;1;20;3;false
Edeka ;;82.41;41.205;2024-03-23;2024-03-23;;1;18;3;false
Edeka;;13.25;6.625;2024-03-19;2024-03-19;;2;18;3;false
Edeka;;18.74;9.37;2024-03-16;2024-03-16;;2;18;3;false
VollCorner;;41.16;20.58;2024-03-16;2024-03-16;;2;18;3;false
DM;;25.2;12.6;2024-03-16;2024-03-16;;2;22;3;false
Kostas;;30.47;15.235;2024-03-16;2024-03-16;;2;18;3;false
Rossmann ;;7.37;3.685;2024-03-16;2024-03-16;;2;22;3;false
Edeka;;30.54;15.27;2024-03-15;2024-03-15;;2;18;3;false
Tanken ;;58.82;29.41;2024-03-15;2024-03-15;;1;24;3;false
Edeka;;37.65;18.825;2024-03-11;2024-03-11;;2;18;3;false
Kostas;;26.3;13.15;2024-03-09;2024-03-09;;2;18;3;false
Vollcorner ;;29.29;14.645;2024-03-09;2024-03-09;;2;18;3;false
Edeka ;;96.45;48.225;2024-03-09;2024-03-09;;1;18;3;false
Edeka;;2.58;1.29;2024-03-05;2024-03-05;;2;18;3;false
Edeka ;;72.12;36.06;2024-03-02;2024-03-02;;1;18;3;false
Edeka;;37.47;18.735;2024-03-01;2024-03-01;;2;18;3;false
Vollcorner ;;22.99;11.495;2024-03-01;2024-03-01;;2;18;3;false
DM;Folio, Thunfisch;13.5;6.75;2024-03-01;2024-03-01;;2;22;3;false
Baby-Erzeugungszeug;Ovulationtest, Gleitmittel;30.9;15.45;2024-02-29;2024-02-29;;2;22;3;false
Vollcorner;;17.59;8.795;2024-02-29;2024-02-29;;2;18;3;false
Unterkunft ;Haus Leitgeb, Moosen 36, Tirol;252;126;2024-02-27;2024-02-27;;1;26;3;false
Mittagessen Hütte;Torte + Cappuccino Skifahren;13.1;6.55;2024-02-27;2024-02-27;;2;26;3;false
Vollcorner ;Putenfleisch + Kokosmilch;19.23;9.615;2024-02-27;2024-02-27;;2;18;3;false
Kostas;Ananas + πατάτες ;12;6;2024-02-27;2024-02-27;;2;18;3;false
Cappuccino ;Bhf Wörgl ;6.8;3.4;2024-02-27;2024-02-27;;2;26;3;false
Schnitzelsemmel;Bhf Wörgl;9.15;4.575;2024-02-27;2024-02-27;;2;26;3;false
Bahntickets ;MUC-Westendorf;78.5;39.25;2024-02-27;2024-02-27;;2;26;3;false
Skipass;Für 2 Personen ;124;62;2024-02-26;2024-02-26;;1;26;3;false
Spar;Lebensmittel ;5.89;2.945;2024-02-26;2024-02-26;;1;26;3;false
Mittagessen ;Gulaschsuppe & Kaffee ;20.2;10.1;2024-02-25;2024-02-25;;1;26;3;false
Skipass;Für 2 Personen ;124;62;2024-02-25;2024-02-25;;1;26;3;false
Mittagessen Hütte;Gröstl, FitnessSalat, Wasser;35.4;17.7;2024-02-24;2024-02-24;;2;26;3;false
Bahntickets;Westendorf-MUC;39.8;19.9;2024-02-24;2024-02-24;;2;26;3;false
Skipass;Tag 1 ab 11 Uhr;128;64;2024-02-24;2024-02-24;;2;26;3;false
Mittagsessen;Kaiserschmarrn + Kaffee;21.3;10.65;2024-02-24;2024-02-24;;2;26;3;false
Depot Ski;;18;9;2024-02-24;2024-02-24;;2;26;3;false
Ski-Ausrüstung;Ski;188;94;2024-02-24;2024-02-24;;2;26;3;false
Spar;Lebensmittel ;24.1;12.05;2024-02-24;2024-02-24;;1;26;3;false
Edeka;;57.34;28.67;2024-02-23;2024-02-23;;2;18;3;false
Internet ;;34.9;17.45;2024-02-21;2024-02-21;;1;20;3;false
Kostas;;30.71;15.355;2024-02-20;2024-02-20;;2;18;3;false
Edeka;;21.67;10.835;2024-02-20;2024-02-20;;2;18;3;false
Vollcorner ;;29.62;14.81;2024-02-17;2024-02-17;;1;18;3;false
Kostas ;;37;18.5;2024-02-17;2024-02-17;;2;18;3;false
Kostas ;Olivenöl;35;17.5;2024-02-17;2024-02-17;;2;18;3;false
Edeka ;;71.18;35.59;2024-02-17;2024-02-17;;1;18;3;false
Kostas;;21.67;10.835;2024-02-14;2024-02-14;;2;18;3;false
Feneberg;;53.36;26.68;2024-02-14;2024-02-14;;2;18;3;false
Vollcorner ;;10.76;5.38;2024-02-10;2024-02-10;;1;18;3;false
Edeka ;;66.56;33.28;2024-02-10;2024-02-10;;1;18;3;false
Vollcorner ;;18.83;9.415;2024-02-09;2024-02-09;;2;18;3;false
Kostas;;18.23;9.115;2024-02-09;2024-02-09;;2;18;3;false
Edeka;;21.17;10.585;2024-02-09;2024-02-09;;2;18;3;false
Rossmann ;;7.45;3.725;2024-02-06;2024-02-06;;2;22;3;false
Braumiller Hofmetzgerei;Fleisch;26.67;13.335;2024-02-04;2024-02-04;;2;18;3;false
La hora;Baumarkt ;11.4;5.7;2024-02-03;2024-02-03;;1;18;3;false
Baumarkt ;;11;5.5;2024-02-03;2024-02-03;;1;20;3;false
Rossmann ;;4.48;2.24;2024-02-02;2024-02-02;;2;22;3;false
Edeka ;;44.76;22.38;2024-02-02;2024-02-02;;2;18;3;false
Vollcorner ;;6.68;3.34;2024-02-02;2024-02-02;;2;18;3;false
Kostas;;43.91;21.955;2024-02-02;2024-02-02;;2;18;3;false
Hofpfisterei;Brot;4;2;2024-01-30;2024-01-30;;2;18;3;false
Biokultur;Käse und Aufschnitt;12.57;6.285;2024-01-30;2024-01-30;;2;18;3;false
Vollcorner ;;9.95;4.975;2024-01-27;2024-01-27;;1;18;3;false
Kostas ;;26.93;13.465;2024-01-27;2024-01-27;;2;18;3;false
DM;;8.3;4.15;2024-01-27;2024-01-27;;1;22;3;false
Edeka ;;64.73;32.365;2024-01-27;2024-01-27;;1;18;3;false
Edeka;;9.37;4.685;2024-01-23;2024-01-23;;2;18;3;false
Kostas;;17.29;8.645;2024-01-23;2024-01-23;;2;18;3;false
Baumarkt ;;45.88;22.94;2024-01-20;2024-01-20;;1;20;3;false
Edeka ;;83.1;41.55;2024-01-20;2024-01-20;;1;18;3;false
Internet ;;34.9;17.45;2024-01-19;2024-01-19;;1;20;3;false
Kostas ;;22.32;11.16;2024-01-19;2024-01-19;;2;18;3;false
ARD ZDF;;55.08;27.54;2024-01-15;2024-01-15;;2;20;3;false
Edeka ;;72.35;36.175;2024-01-13;2024-01-13;;1;18;3;false
Vollcorner ;;47.88;23.94;2024-01-13;2024-01-13;;2;18;3;false
DM;;32.55;16.275;2024-01-13;2024-01-13;;1;22;3;false
Miles;Fahrt zum Flughafen und zurück ;53.7;26.85;2024-01-11;2024-01-11;;1;26;3;false
Vollcorner ;;35.32;17.66;2024-01-11;2024-01-11;;1;18;3;false
Edeka ;;108.24;54.12;2024-01-05;2024-01-05;;1;18;3;false
Vollcorner ;;7.2;3.6;2024-01-05;2024-01-05;;1;18;3;false
SWM Strom ;;35;17.5;2023-12-29;2023-12-29;;2;20;3;false
Netflix Okt-Dez;;23.97;11.985;2023-12-28;2023-12-28;;2;20;3;false
SWM Strom;;145.76;72.88;2023-12-21;2023-12-21;;2;20;3;false
Internet ;;34.9;17.45;2023-12-20;2023-12-20;;1;20;3;false
Hugendubel ;Kalender / Planer;6.95;3.475;2023-12-17;2023-12-17;;1;20;3;false
Weihnachtsmarkt Rotkreuzplatz;Tiroler Toast;16;8;2023-12-16;2023-12-16;;1;18;3;false
Hugendubel;regalo José ;11.99;5.995;2023-12-16;2023-12-16;;2;17;3;false
Kostas ;;20.52;10.26;2023-12-16;2023-12-16;;2;18;3;false
Ausgleichszahlung von Sven;;-500;-250;2023-12-16;2023-12-16;;2;16;3;false
Edeka ;;42.57;21.285;2023-12-16;2023-12-16;;1;18;3;false
Ausgleichszahlung an Montse;;500;250;2023-12-16;2023-12-16;;1;16;3;false
Edeka;;6.16;3.08;2023-12-15;2023-12-15;;2;18;3;false
Edeka ;;20.84;10.42;2023-12-15;2023-12-15;;2;18;3;false
Kostas;;28.24;14.12;2023-12-13;2023-12-13;;2;18;3;false
Vollcorner ;;15.84;7.92;2023-12-09;2023-12-09;;1;18;3;false
Edeka ;;69.53;34.765;2023-12-09;2023-12-09;;1;18;3;false
Edeka;;50.9;25.45;2023-12-08;2023-12-08;;2;18;3;false
Kostas ;;16.73;8.365;2023-12-08;2023-12-08;;2;18;3;false
Vollcorner ;;23.29;11.645;2023-12-08;2023-12-08;;2;18;3;false
Edeka ;;15.12;7.56;2023-12-06;2023-12-06;;1;18;3;false
Rossmann;;9.77;4.885;2023-12-05;2023-12-05;;2;22;3;false
Vollcorner ;;16.53;8.265;2023-12-02;2023-12-02;;1;18;3;false
DM;Gas Zylinder;5.75;2.875;2023-12-02;2023-12-02;;2;18;3;false
Kostas;;23.41;11.705;2023-12-02;2023-12-02;;2;18;3;false
Edeka ;;51.09;25.545;2023-12-02;2023-12-02;;1;18;3;false
Vollcorner ;;8.59;4.295;2023-11-25;2023-11-25;;2;18;3;false
Kostas;;27.62;13.81;2023-11-25;2023-11-25;;2;18;3;false
DM;;3.84;1.92;2023-11-25;2023-11-25;;2;22;3;false
Edeka;;63.65;31.825;2023-11-25;2023-11-25;;2;18;3;false
Internet ;;34.9;17.45;2023-11-24;2023-11-24;;1;20;3;false
Jenny Geburtstag ;Thermen Gutschein ;55;27.5;2023-11-24;2023-11-24;;1;17;3;false
Müller;Geschenk Jenni;22;11;2023-11-23;2023-11-23;;2;17;3;false
Müller ;Socken;28;14;2023-11-23;2023-11-23;;2;20;3;false
Glühbirne Rücklicht;;5.95;2.975;2023-11-23;2023-11-23;;2;24;3;false
Edeka;;42.36;21.18;2023-11-22;2023-11-22;;2;18;3;false
Vollcorner ;;10.37;5.185;2023-11-18;2023-11-18;;2;18;3;false
Edeka;;17.9;8.95;18 11.2023;18 11.2023;;2;18;3;false
Kostas ;;25.65;12.825;2023-11-18;2023-11-18;;2;18;3;false
Edeka ;;18.34;9.17;2023-11-15;2023-11-15;;1;18;3;false
Kostas;;24.85;12.425;2023-11-11;2023-11-11;;2;18;3;false
Edeka ;;105;52.5;2023-11-11;2023-11-11;;1;18;3;false
Vollcorner ;;45.28;22.64;2023-11-11;2023-11-11;;1;18;3;false
Edeka;;6.04;3.02;2023-11-11;2023-11-11;;2;18;3;false
Vollcorner ;;7.78;3.89;2023-11-11;2023-11-11;;2;18;3;false
Kostas;;28.54;14.27;2023-11-04;2023-11-04;;2;18;3;false
Betriebskosten 2022;Nachzahlung Betriebskosten, Heizung, Wasser 2022;1215.23;607.615;2023-11-04;2023-11-04;;2;20;3;false
DM;;2.95;1.475;2023-11-04;2023-11-04;;2;18;3;false
DM;;1.95;0.975;2023-11-04;2023-11-04;;2;22;3;false
Schreibwaren ;Druckpapier;11.5;5.75;2023-11-04;2023-11-04;;2;20;3;false
Edeka;;31.69;15.845;2023-11-04;2023-11-04;;2;18;3;false
Vollcorner ;;21.22;10.61;2023-11-04;2023-11-04;;2;18;3;false
Tanken ;Wartenberg ;59.82;29.91;2023-11-03;2023-11-03;;1;24;3;false
Edeka ;;70.9;35.45;2023-11-02;2023-11-02;;1;18;3;false
DM;;21.85;10.925;2023-10-31;2023-10-31;;2;22;3;false
Museums Tickets;;17;8.5;2023-10-29;2023-10-29;;1;26;3;false
Pizza mit Kinder;;40;20;2023-10-28;2023-10-28;;2;18;3;false
Edeka ;;76.8;38.4;2023-10-28;2023-10-28;;1;18;3;false
Vollcorner ;;29.5;14.75;2023-10-28;2023-10-28;;1;18;3;false
Kostad;;31.45;15.725;2023-10-28;2023-10-28;;2;18;3;false
Gebäck und Brot;;23.43;11.715;2023-10-28;2023-10-28;;2;18;3;false
Edeka;;13.65;6.825;2023-10-27;2023-10-27;;2;18;3;false
Internet ;;34.9;17.45;2023-10-24;2023-10-24;;1;20;3;false
Essen in Seefeld;;45;22.5;2023-10-23;2023-10-23;;2;19;3;false
Vollcorner ;;46.56;23.28;2023-10-21;2023-10-21;;1;18;3;false
Edeka ;;94.21;47.105;2023-10-21;2023-10-21;;1;18;3;false
Edeka;;22.42;11.21;2023-10-21;2023-10-21;;2;18;3;false
Kostas;;38.02;19.01;2023-10-21;2023-10-21;;2;18;3;false
Flixbus Tickets (Hin & Zurück) ;Gleitschirmsprung in Seefeld;43.96;21.98;2023-10-21;2023-10-21;;1;26;3;false
Edeka ;;78.66;39.33;2023-10-19;2023-10-19;;1;18;3;false
Edeka;;8.66;4.33;2023-10-17;2023-10-17;;2;18;3;false
ARD ZDF;;55.08;27.54;2023-10-16;2023-10-16;;2;20;3;false
Edeka ;;32.07;16.035;2023-10-14;2023-10-14;;1;18;3;false
Edeka ;;14.23;7.115;2023-10-13;2023-10-13;;2;18;3;false
Kostas ;;13.86;6.93;2023-10-13;2023-10-13;;2;18;3;false
Batterie Schlüssel MMobil;;8.99;4.495;2023-10-10;2023-10-10;;2;24;3;false
Gusseisen Pfanne;;59.95;29.975;2023-10-10;2023-10-10;;2;20;3;false
Roller Milena;;93.94;46.97;2023-10-10;2023-10-10;;2;17;3;false
Edeka;;13.15;6.575;2023-10-10;2023-10-10;;2;18;3;false
DM;;21.45;10.725;2023-10-07;2023-10-07;;1;22;3;false
Vollcorner ;;54.57;27.285;2023-10-07;2023-10-07;;1;18;3;false
Edeka ;;94.44;47.22;2023-10-07;2023-10-07;;1;18;3;false
Kostas;;38.17;19.085;2023-10-07;2023-10-07;;2;18;3;false
Kostas;;8.14;4.07;2023-10-06;2023-10-06;;2;18;3;false
Edeka;;14.66;7.33;2023-10-06;2023-10-06;;2;18;3;false
Sauna Tegernsee;;115.4;57.7;2023-10-04;2023-10-04;;2;26;3;false
Pizza ;;25;12.5;2023-09-30;2023-09-30;;2;18;3;false
Netflix Aug - Sept;;15.98;7.99;2023-09-30;2023-09-30;;2;20;3;false
Edeka ;;37.21;18.605;2023-09-30;2023-09-30;;1;18;3;false
Kostas ;;16.33;8.165;2023-09-30;2023-09-30;;2;18;3;false
Vollcorner ;;26.17;13.085;2023-09-30;2023-09-30;;1;18;3;false
Strom SWM;;25;12.5;2023-09-29;2023-09-29;;2;20;3;false
Edeka ;;61.18;30.59;2023-09-28;2023-09-28;;1;18;3;false
Internet ;;34.9;17.45;2023-09-27;2023-09-27;;1;20;3;false
Netflix;;7.99;3.995;2023-09-27;2023-09-27;;2;20;3;false
Geschenk für Ingrid;;80;40;2023-09-24;2023-09-24;;1;17;3;false
Edeka ;;23.25;11.625;2023-09-23;2023-09-23;;2;18;3;false
Edeka;;26.98;13.49;2023-09-22;2023-09-22;;2;18;3;false
Kostas ;;30;15;2023-09-21;2023-09-21;;2;18;3;false
Biergarten ;Biergarten am Bavariapark ;36;18;2023-09-20;2023-09-20;;1;19;3;false
Edeka ;;39.63;19.815;2023-09-16;2023-09-16;;1;18;3;false
Edeka ;;61.67;30.835;2023-09-14;2023-09-14;;1;18;3;false
Lenz Geburtstag ;Gutschein Hagebaumarkt;40;20;2023-09-09;2023-09-09;;1;17;3;false
Edeka ;;127.22;63.61;2023-09-09;2023-09-09;;1;18;3;false
Ausgleichszahlung von Sven;;-800;-400;2023-09-09;2023-09-09;;2;16;3;false
Pfand;;-4.45;-2.225;2023-09-09;2023-09-09;;2;18;3;false
Ausgleichszahlung an Montse;;800;400;2023-09-09;2023-09-09;;1;16;3;false
Mercado de México ;;15.1;7.55;2023-09-08;2023-09-08;;2;18;3;false
Obst;;10;5;2023-09-08;2023-09-08;;2;18;3;false
Edeka ;;41.26;20.63;2023-09-08;2023-09-08;;2;18;3;false
Galeria Kaufhof;Weinglässer, Untersetzer;50.23;25.115;2023-09-08;2023-09-08;;2;20;3;false
Vollcorner ;;34.4;17.2;2023-09-08;2023-09-08;;2;18;3;false
Edeka;;17.44;8.72;2023-09-05;2023-09-05;;2;18;3;false
Edeka ;;18.4;9.2;2023-09-01;2023-09-01;;2;18;3;false
Vollcorner ;;10.33;5.165;2023-09-01;2023-09-01;;2;18;3;false
Edeka;;26.58;13.29;2023-09-01;2023-09-01;;2;18;3;false
Spannbetttuch + Reissverschluss;;33.24;16.62;2023-08-29;2023-08-29;;2;20;3;false
Strom;;25;12.5;2023-08-28;2023-08-28;;2;20;3;false
Massage;;130;65;2023-08-27;2023-08-27;;1;17;3;false
